Authors	Author full names	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	DOI	Link	Abstract	Document Type	Source
Mamangkey J.; Suryanto D.; Munir E.; Mustopa A.Z.; Sibero M.T.; Mendes L.W.; Hartanto A.; Taniwan S.; Ek-Ramos M.J.; Harahap A.; Verma A.; Trihatmoko E.; Putranto W.S.; Pardosi L.; Rudia L.O.A.P.	Mamangkey, Jendri (57210287811); Suryanto, Dwi (55570309200); Munir, Erman (7801402729); Mustopa, Apon Zaenal (56781558900); Sibero, Mada Triandala (57193734506); Mendes, Lucas William (54583835000); Hartanto, Adrian (57000331100); Taniwan, Steven (57196033604); Ek-Ramos, Maria Julissa (6504211175); Harahap, Arman (57205709507); Verma, Amit (55574182506); Trihatmoko, Edy (57202449827); Putranto, Wendry Setiyadi (55808671200); Pardosi, Lukas (57223241121); Rudia, La Ode Adi Parman (57220779639)	57210287811; 55570309200; 7801402729; 56781558900; 57193734506; 54583835000; 57000331100; 57196033604; 6504211175; 57205709507; 55574182506; 57202449827; 55808671200; 57223241121; 57220779639	Isolation and enzyme bioprospection of bacteria associated to Bruguiera cylindrica, a mangrove plant of North Sumatra, Indonesia	2021	Biotechnology Reports	30		e00617				10.1016/j.btre.2021.e00617	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105311658&doi=10.1016%2fj.btre.2021.e00617&partnerID=40&md5=60c7f4b9193256c62bcaa0ccec181253	Mangrove-associated bacteria are of industrial interest due to their diverse and versatile enzyme properties. This study investigates the culturable bacteria from a wide range of habitat in a Bruguiera cylindrica mangrove ecosystem in North Sumatra. Screening of extracellular hydrolytic enzymes showed multiple potential traits in amylase, cellulase, chitinase, phosphatase, protease, and urease production by bacterial isolates. Molecular identification based on 16S rDNA region of a potential strain, Vibrio alginolyticus Jme3−20 is then reported as a newly proteolytic agent. The strain also showed a stable growth under salinity (NaCl) stress with considerable phosphate solubilization activities. Protease activity was enhanced by optimizing the 0.5 % (w/v) sucrose and soy peptone in the fermentation medium. SDS-PAGE and zymogram analysis showed the presence of a 35-kDa MW protease. Hence, our study revealed important insights into the bacterial diversity and activity in mangrove ecosystems, evidencing the importance of microbial exploration in this ecosystem. © 2021 The Authors	Article	Scopus
Boiça Júnior A.L.; Eduardo W.I.; de Moraes R.F.O.; Louvandini H.; Di Bello M.M.; Carbonell S.A.M.	Boiça Júnior, Arlindo Leal (11439646600); Eduardo, Wellington Ivo (57105540300); de Moraes, Renato Franco Oliveira (57202889717); Louvandini, Helder (12778517200); Di Bello, Mirella Marconato (56644487500); Carbonell, Sérgio Augusto Morais (6603146669)	11439646600; 57105540300; 57202889717; 12778517200; 56644487500; 6603146669	Resistance of Phaseolus vulgaris genotypes to Zabrotes subfasciatus (Coleoptera: Chrysomelidae: Bruchinae): categories and mechanisms	2021	International Journal of Tropical Insect Science	41	2		1611	1621	10	10.1007/s42690-020-00362-x	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095859635&doi=10.1007%2fs42690-020-00362-x&partnerID=40&md5=88d804f79fb51fe1bb68f7d3624f8b14	Information on Phaseolus vulgaris L. resistance categories and mechanisms to the Mexican bean weevil Zabrotes subfasciatus Boheman (Coleoptera: Chrysomelidae: Bruchinae) is important for breeding and subsequent commercialization of improved P. vulgaris genotypes. Using resistant genotypes in the bruchid beetles control may reduce insecticide applications, environmental risks, and production costs. Therefore, the objective of this study was to evaluate antixenosis and antibiosis of P. vulgaris genotypes to Z. subfasciatus and the relation of bromatological components on resistance. Free- and no-choice tests were carried out in a climate-controlled room (temperature 25 ± 1 °C, relative humidity 70 ± 10%, and 12:12 h light:dark photoperiod). Host selection for oviposition, total and viable numbers of eggs, emerged adults, egg to adult period (life cycle), adult longevity, and dry mass consumed of Z. subfasciatus were evaluated on 10 P. vulgaris genotypes. Bean samples of P. vulgaris genotypes were subjected to a bromatological analysis to determine possible resistance mechanisms. In the oviposition antixenosis, none of the P. vulgaris genotypes showed resistance to Z. subfasciatus. Contrastingly, the genotypes Raz 59, 173, 177, 179, 283, 284, 361, and 364 showed resistance in the categories of feeding antixenosis and/or antibiosis to Z. subfasciatus. On average, these genotypes reduced the number of emerged adults in 95.9%, the dry mass consumed in 88.3%, and increased the Z. subfasciatus life cycle in 40.3% compared to susceptible genotypes (IAC Alvorada and 178). Crude protein content in the resistant genotypes was on average 10.9% higher than in the susceptible genotypes. Some proteins, such as arcelin, have antibiotic effects on bruchid beetles, indicating that a higher protein content in resistant genotypes may have been one of the mechanisms responsible for antibiosis of these genotypes to Z. subfasciatus. © 2020, African Association of Insect Scientists.	Article	Scopus
M.R.N. Alcantara G.; Dresch D.; R. Melchert W.	M.R.N. Alcantara, Gabriela (57224795913); Dresch, Dayane (57224795025); R. Melchert, Wanessa (6506992915)	57224795913; 57224795025; 6506992915	Use of non-volatile compounds for the classification of specialty and traditional Brazilian coffees using principal component analysis	2021	Food Chemistry	360		130088				10.1016/j.foodchem.2021.130088	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108303682&doi=10.1016%2fj.foodchem.2021.130088&partnerID=40&md5=7a28f5e475691732434e9d2183da3e23	Coffee beans contain different volatile and non-volatile compounds that are responsible for their flavor and aroma. Herein, principal component analysis (PCA) was employed to correlate the non-volatile composition of specialty and traditional coffees with drink quality. The quantified non-volatile compounds included caffeine, chlorogenic acid, caffeic acid, and nicotinic acid in both types of coffee samples, while 5-hydroxymethylfurfural was only quantified in the specialty coffee samples. The most abundant compounds present in specialty coffees were associated with the aroma and flavor, affording a high drink quality. In traditional coffees, the most abundant compounds included nicotinic acid and caffeine, indicating a stronger roasting process, loss of sensory characteristics, and blended formulations. PCA showed a distinction between the traditional and specialty coffees such that a relationship between the contents of the compounds in each type of coffee, quality, and classification could be established. © 2021 Elsevier Ltd	Article	Scopus
Mastrangelo T.; Kovaleski A.; Maset B.; Costa M.L.Z.; Barros C.; Lopes L.A.; Caceres C.	Mastrangelo, Thiago (36100371800); Kovaleski, Adalecio (6603059550); Maset, Bruno (57193920285); Costa, Maria de Lourdes Zamboni (55453278600); Barros, Claudio (57226189407); Lopes, Luis Anselmo (57193004671); Caceres, Carlos (35344688200)	36100371800; 6603059550; 57193920285; 55453278600; 57226189407; 57193004671; 35344688200	Improvement of the mass-rearing protocols for the south american fruit fly for application of the sterile insect technique	2021	Insects	12	7	622				10.3390/insects12070622	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110809934&doi=10.3390%2finsects12070622&partnerID=40&md5=e30ffa930f0311ffbbf7f008cf9ac8d8	The existing rearing protocols for Anastrepha fraterculus must be reviewed to make econom-ically viable the production of sterile flies for their area-wide application. Additionally, evidence of sexual incompatibility between a long-term mass-reared Brazilian strain and wild populations has been found. To address these issues, this study aimed to refine rearing protocols and to assess the suitability of an A. fraterculus strain for the mass production of sterile flies. A series of bioassays were carried out to evaluate incubation times for eggs in a bubbling bath and to assess the temporal variation of egg production from ovipositing cages at different adult densities. A novel larval diet containing carrageenan was also evaluated. Egg incubation times higher than 48 h in water at 25◦C showed reduced larval and pupal yields. Based on egg production and hatchability, the density of 0.3 flies/cm2 can be recommended for adult cages. The diet with carrageenan was suitable for mass production at egg-seeding densities between 1.0 and 1.5 mL of eggs/kg of diet, providing higher insect yields than a corn-based diet from Embrapa. Even after two years of being reared under the new rearing protocols, no sexual isolation was found between the bisexual strain and wild flies. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.	Article	Scopus
Barreto M.S.C.; Reis J.V.D.; Muraoka T.; Jemo M.; Vergutz L.; Alleoni L.R.F.	Barreto, Matheus Sampaio Carneiro (56924690000); Reis, Josimar Viera Dos (57224335777); Muraoka, Takashi (35578136700); Jemo, Martin (15750611600); Vergutz, Leonardus (26658745500); Alleoni, Luis Reynaldo F. (6602431121)	56924690000; 57224335777; 35578136700; 15750611600; 26658745500; 6602431121	Diffuse reflectance infrared Fourier transform spectroscopy for a qualitative evaluation of plant leaf pigment extraction	2021	Analyst	146	11		3440	3448	8	10.1039/d1an00059d	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107390741&doi=10.1039%2fd1an00059d&partnerID=40&md5=aacd343712ee5675c819fc655c1b18e1	The extraction and quantification of leaf pigments are easy, fast, and cheap procedures; on the other hand, diffuse reflectance infrared Fourier transform (DRIFT) spectroscopy associated with chemometrics tools could offer new insights into leaf biochemical composition. We aimed to boost the classic leaf pigment quantification, adding leaf biochemical information derived from DRIFT spectroscopy + principal component analysis, using the same leaf pigment extract produced by the classical quantification method. We performed a dose-response experiment using P as the limiting nutrient, and maize (Zea mays L.) as a plant-test. After 45 d of growth, we evaluated the effects of P fertilization in total maize shoot biomass, P shoot accumulation, leaf pigment quantification by UV-Vis, and the evaluation of biochemical variations by DRIFT spectroscopy analysis associated with a chemometric approach in the same leaf extract used for pigment quantification. P fertilization raised biomass accumulation (∼7.4×), P uptake (∼2.3×), and total chlorophyll a and b contents (∼2.1×). DRIFT spectroscopy analysis of extracted pigments revealed an elevated content of proteins and polysaccharides at high P availability. At low P availability, we found a low efficiency of N metabolism suggested by the accumulation of inorganic N forms. DRIFT spectroscopy applied together with the classic leaf pigment extraction and quantification method is a novel and promising tool for plant nutrition studies as a DRIFT spectroscopy metabolic profile protocol. © 2021 The Royal Society of Chemistry.	Article	Scopus
Stumpf M.T.; McManus C.M.; Daltro D.S.; Alfonzo E.P.M.; Dalcin V.; Kolling G.J.; Vieira R.A.; Louvandini H.; Fischer V.; da Silva M.V.G.B.	Stumpf, Marcelo T. (55343534800); McManus, C.M. (12780261500); Daltro, D.S. (57191336680); Alfonzo, E.P.M. (56677803300); Dalcin, V. (56677847500); Kolling, G.J. (55343619900); Vieira, R.A. (57219550050); Louvandini, H. (12778517200); Fischer, V. (7102522403); da Silva, M.V.G.B. (58124691300)	55343534800; 12780261500; 57191336680; 56677803300; 56677847500; 55343619900; 57219550050; 12778517200; 7102522403; 58124691300	Different methods of assessing udder temperature through thermography and their relation with rectal temperature	2021	Tropical Animal Health and Production	53	1	44				10.1007/s11250-020-02435-y	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096568840&doi=10.1007%2fs11250-020-02435-y&partnerID=40&md5=80ad67af8b13e710289f968d813f746d	Infrared thermography of the lateral side portion of the udder was taken from 38 lactating cows in a 6-day experiment. Thermograms were analyzed using specific software with the use of eight different methods. The experiment was aimed at correlating the different methods with each other and with rectal temperature (RT), in order to suggest a method to assess udder side temperature, and also at creating regression equations to enable RT calculation through the use of thermographic data. All methods of analyzing thermograms were highly correlated; correlations between thermograms and RT were significant (P < 0.01) and above 0.840. The highest correlation was between RT and the maximum temperature obtained using a horizontal rectangle placed within the lateral (side) portion of the udder (maximum temperature in a horizontal rectangle (MHR), 0.897). With the exception of the average temperature of a horizontal rectangle, linear regression coefficients were significant (P < 0.05) and coefficients of determination were higher than 75.51%. We suggest the use of MHR to evaluate udder side temperature. The ease of accessing the side of the udder, the welfare advantages of non-invasive observations, and the high correlation with RT suggest the use of thermograms in the lateral portion of the udder to assess animals’ temperature. © 2020, Springer Nature B.V.	Article	Scopus
Masilionytė L.; Kriaučiūnienė Z.; Šarauskis E.; Arlauskienė A.; Krikštolaitis R.; Šlepetienė A.; Jablonskytė-Raščė D.; De Jong Van Lier Q.	Masilionytė, Laura (35234436500); Kriaučiūnienė, Zita (35240421300); Šarauskis, Egidijus (8911279400); Arlauskienė, Aušra (35733150300); Krikštolaitis, Ričardas (6506651349); Šlepetienė, Alvyra (55916796800); Jablonskytė-Raščė, Danutė (55918087400); De Jong Van Lier, Quirijn (7801600412)	35234436500; 35240421300; 8911279400; 35733150300; 6506651349; 55916796800; 55918087400; 7801600412	Effect of long-term crop rotation and fertilisation management on soil humus dynamics in organic and sustainable agricultural management systems	2021	Soil Research	59	6		573	585	12	10.1071/SR20101	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106642646&doi=10.1071%2fSR20101&partnerID=40&md5=a0f69850e21516eefd6de76477c442e0	The integration of organic fertilisers into agricultural practices is one approach to enable more efficient agricultural management systems to decrease adverse environmental impacts of agriculture. In this context, the objective of this research was to determine the impact of long-term crop rotation and organic and mineral fertilisation on soil humus content, humic and fulvic acids, organic matter humification in organic and sustainable agricultural management systems with low (1.90-2.01%) and moderate (2.10-2.40%) initial humus contents. Long-term field experiments with different agricultural management systems started in 1960 at the Lithuanian Research Centre for Agriculture and Forestry and soil humus dynamics experiments were conducted from 2006 to 2017. Results of the long-term use of organic and sustainable agricultural management systems with different crop rotations and fertilisation revealed the positive effect of the applied supplies on soil humus, especially for farmyard manure in combination with green manure. The incorporation of farmyard manure and biomass of white mustard resulted in a lower degree of humification when compared to green manure alone, green manure + mineral N, and farmyard and green manure + mineral N. In the low humus content soil, the degree of humification under all agricultural management systems was significantly improved, on average by 0.9% compared to soil with a moderate humus content. © 2021 CSIRO.	Conference paper	Scopus
Rabêlo F.H.S.; Lavres J.; Pinto F.A.; Alleoni L.R.F.	Rabêlo, Flávio Henrique Silveira (36661418400); Lavres, José (8338717000); Pinto, Flávio Araújo (36167324100); Alleoni, Luís Reynaldo Ferracciú (6602431121)	36661418400; 8338717000; 36167324100; 6602431121	Photosynthetic Parameters and Growth of Rice, Lettuce, Sunflower and Tomato in an Entisol as Affected by Soil Acidity and Bioaccumulation of Ba, Cd, Cu, Ni, and Zn	2021	Archives of Environmental Contamination and Toxicology	81	1		91	106	15	10.1007/s00244-021-00850-2	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105438416&doi=10.1007%2fs00244-021-00850-2&partnerID=40&md5=6155ccc9f6c3a97f097de8f93fb415ef	The bioaccumulation of trace elements (TEs) in crops consumed by humans can reduce food production as a consequence of photosynthetic damage in plants and cause several diseases in humans. Liming is a soil management strategy designed to alleviate soil acidity and mitigating these problems by reducing the TE bioavailability. In this study, we evaluated the effect of liming on photosynthesis, growth, and bioaccumulation of barium (Ba), cadmium (Cd), copper (Cu), nickel (Ni), or zinc (Zn) in lettuce (Lactuca sativa L.), rice (Oryza sativa L.), sunflower (Helianthus annuus L.), and tomato (Solanum lycopersicum L.) grown in a sandy Entisol. The crops were grown in either uncontaminated or contaminated Entisol, at two base saturation (BS%) ratios: 30% for all crops or 50% for rice and 70% for lettuce, sunflower, and tomato. The photosynthesis-related parameters varied depending on the metal and the crop, but in general, increasing BS% did not attenuate photosynthetic damage induced by Ba, Cd, Cu, Ni, and Zn in the crops. There was no strong correlation between the photosynthetic parameters and biomass production, which indicates that the suppression of biomass induced by Ba, Cd, Cu, Ni, or Zn is related to other metabolic disorders in addition to the impairment of CO2 assimilation or chlorophyll synthesis in the crops assayed, with the exception of Ni and Zn in lettuce. In conclusion, increasing BS% was not consistent in reducing Ba, Cd, Cu, Ni, and Zn accumulation in the edible parts of lettuce, rice, sunflower, and tomato grown in the sandy soil, which is probably related to the low capacity of this soil to control TE bioavailability. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.	Article	Scopus
Moitinho M.R.; Teixeira D.D.B.; Bicalho E.S.; Panosso A.R.; Ferraudo A.S.; Pereira G.T.; Tsai S.M.; Borges B.M.F.; La Scala N., Jr.	Moitinho, Mara Regina (56032931300); Teixeira, Daniel De Bortoli (55566033000); Bicalho, Elton da Silva (55566108200); Panosso, Alan Rodrigo (8982671000); Ferraudo, Antonio Sergio (35279675400); Pereira, Gener Tadeu (7102631037); Tsai, Siu Mui (7403478681); Borges, Beatriz Maria Ferrari (57216925941); La Scala, Newton (6701834512)	56032931300; 55566033000; 55566108200; 8982671000; 35279675400; 7102631037; 7403478681; 57216925941; 6701834512	Soil CO2 emission and soil attributes associated with the microbiota of a sugarcane area in southern Brazil	2021	Scientific Reports	11	1	8325				10.1038/s41598-021-87479-2	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104488323&doi=10.1038%2fs41598-021-87479-2&partnerID=40&md5=170251921725e7e0649d18507355ecc2	The spatial structure of soil CO2 emission (FCO2) and soil attributes are affected by different factors in a highly complex way. In this context, this study aimed to characterize the spatial variability patterns of FCO2 and soil physical, chemical, and microbiological attributes in a sugarcane field area after reform activities. The study was conducted in an Oxisol with the measurement of FCO2, soil temperature (Ts), and soil moisture (Ms) in a regular 90 × 90-m grid with 100 sampling points. Soil samples were collected at each sampling point at a depth of 0–0.20 m to determine soil physical (density, macroporosity, and microporosity), particle size (sand, silt, and clay), and chemical attributes (soil organic matter, pH, P, K, Ca, Mg, Al, H + Al, cation exchange capacity, and base saturation). Geostatistical analyses were performed to assess the spatial variability and map soil attributes. Two regions (R1 and R2) with contrasting emission values were identified after mapping FCO2. The abundance of bacterial 16S rRNA, pmoA, and nifH genes, determined by real-time quantitative PCR (qPCR), enzymatic activity (dehydrogenase, urease, cellulase, and amylase), and microbial biomass carbon were determined in R1 and R2. The mean values of FCO2 (2.91 µmol m−2 s−1), Ts (22.6 °C), and Ms (16.9%) over the 28-day period were similar to those observed in studies also conducted under Oxisols in sugarcane areas and conventional soil tillage. The spatial pattern of FCO2 was similar to that of macropores, air-filled pore space, silt content, soil organic matter, and soil carbon decay constant. No significant difference was observed between R1 and R2 for the copy number of bacterial 16S rRNA and nifH genes, but the results of qPCR for the pmoA gene presented differences (p < 0.01) between regions. The region R1, with the highest FCO2 (2.9 to 4.2 µmol m−2 s−1), showed higher enzymatic activity of dehydrogenase (33.02 µg TPF g−1 dry soil 24 h−1), urease (41.15 µg NH4–N g−1 dry soil 3 h−1), amylase (73.84 µg glucose g−1 dry soil 24 h−1), and microbial biomass carbon (41.35 µg C g−1 soil) than R2, which had the lowest emission (1.9 to 2.7 µmol m−2 s−1). In addition, the soil C/N ratio was higher in R2 (15.43) than in R1 (12.18). The spatial pattern of FCO2 in R1 and R2 may not be directly related to the total amount of the microbial community (bacterial 16S rRNA) in the soil but to the specific function that these microorganisms play regarding soil carbon degradation (pmoA). © 2021, The Author(s).	Article	Scopus
Bianchini V.J.M.; Mascarin G.M.; Silva L.C.A.S.; Arthur V.; Carstensen J.M.; Boelt B.; Barboza da Silva C.	Bianchini, Vitor de Jesus Martins (57212463237); Mascarin, Gabriel Moura (57189690735); Silva, Lúcia Cristina Aparecida Santos (49763867400); Arthur, Valter (6701621004); Carstensen, Jens Michael (7102462979); Boelt, Birte (25627156300); Barboza da Silva, Clíssia (36342173100)	57212463237; 57189690735; 49763867400; 6701621004; 7102462979; 25627156300; 36342173100	Multispectral and X-ray images for characterization of Jatropha curcas L. seed quality	2021	Plant Methods	17	1	9				10.1186/s13007-021-00709-6	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099844579&doi=10.1186%2fs13007-021-00709-6&partnerID=40&md5=3a98f16eeb4d4b5316f4cc97452fbf9a	Background: The use of non-destructive methods with less human interference is of great interest in agricultural industry and crop breeding. Modern imaging technologies enable the automatic visualization of multi-parameter for characterization of biological samples, reducing subjectivity and optimizing the analysis process. Furthermore, the combination of two or more imaging techniques has contributed to discovering new physicochemical tools and interpreting datasets in real time. Results: We present a new method for automatic characterization of seed quality based on the combination of multispectral and X-ray imaging technologies. We proposed an approach using X-ray images to investigate internal tissues because seed surface profile can be negatively affected, but without reaching important internal regions of seeds. An oilseed plant (Jatropha curcas) was used as a model species, which also serves as a multi-purposed crop of economic importance worldwide. Our studies included the application of a normalized canonical discriminant analyses (nCDA) algorithm as a supervised transformation building method to obtain spatial and spectral patterns on different seedlots. We developed classification models using reflectance data and X-ray classes based on linear discriminant analysis (LDA). The classification models, individually or combined, showed high accuracy (> 0.96) using reflectance at 940 nm and X-ray data to predict quality traits such as normal seedlings, abnormal seedlings and dead seeds. Conclusions: Multispectral and X-ray imaging have a strong relationship with seed physiological performance. Reflectance at 940 nm and X-ray data can efficiently predict seed quality attributes. These techniques can be alternative methods for rapid, efficient, sustainable and non-destructive characterization of seed quality in the future, overcoming the intrinsic subjectivity of the conventional seed quality analysis. © 2021, The Author(s).	Article	Scopus
Moro M.S.; Wu X.; Wei W.; Mendes L.W.; Allen K.C.; Pinheiro J.B.; Clough S.J.; Zucchi M.I.	Moro, Matheus Sartori (57328483700); Wu, Xing (57210946154); Wei, Wei (57196453582); Mendes, Lucas William (54583835000); Allen, Kerry Clint (23466184600); Pinheiro, José Baldin (56253845600); Clough, Steven J. (7005232957); Zucchi, Maria Imaculada (55634527800)	57328483700; 57210946154; 57196453582; 54583835000; 23466184600; 56253845600; 7005232957; 55634527800	Characterization and Comparison of Intestinal Bacterial Microbiomes of Euschistus heros and Piezodorus guildinii Collected in Brazil and the United States	2021	Frontiers in Microbiology	12		769965				10.3389/fmicb.2021.769965	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118782434&doi=10.3389%2ffmicb.2021.769965&partnerID=40&md5=70ebee4b425dcb69a5c1e4ede538135f	Background: Herbivorous insects are one of the main biological threats to crops. One such group of insects, stink bugs, do not eat large amounts of tissue when feeding on soybean, but are damaging to the quality of the seed yield as they feed on green developing seeds leading to poorly marketable harvests. In addition to causing physical damage during sucking-feeding activities, the insects can also transmit microbial pathogens, leading to even greater yield loss. Conducting surveys of the insect intestinal microbiome can help identify possible pathogens, as well as detail what healthy stink bug digestive systems have in common. Methods: We used the conserved V4 region of the 16S rRNA gene to characterize the bacterial microbiome of the red-banded stink bug Piezodorus guildinii collected in Brazil and the United States, as well as the neotropical brown stink bug Euschistus heros collected in Brazil. Results: After quality filtering of the data, 192 samples were kept for analyses: 117 samples from P. guildinii covering three sites in Brazil and four sites in the United States, and 75 samples for E. heros covering 10 sites in Brazil. The most interesting observations were that the diversity and abundance of some bacterial families were different in the different ecoregions of Brazil and the United States. Conclusion: Some families, such as Acetobacteraceae, Bacillaceae, Moraxellaceae, Enterobacteriaceae, and Rhodocyclaceae, may be related to the better adaptation in some localities in providing nutrients, break down cellulose, detoxify phytochemicals, and degrade organic compounds, which makes it difficult to control these species. Copyright © 2021 Moro, Wu, Wei, Mendes, Allen, Pinheiro, Clough and Zucchi.	Article	Scopus
Marques J.P.R.; Aferri G.; Montanha G.S.; Guedes F.T.P.; Soares M.M.; Muniz L.F.; Filho M.T.; Xavier M.A.; de Carvalho H.W.P.	Marques, João Paulo Rodrigues (23978441400); Aferri, Gabriela (12042453600); Montanha, Gabriel Sgabieiro (57210110043); Guedes, Fernanda Trilstz Perassolo (57874814800); Soares, Marli Misaki (57874773700); Muniz, Larissa Fernando (57202929577); Filho, Mario Tomazello (57874647100); Xavier, Mauro Alexandre (36173607100); de Carvalho, Hudson Wallace Pereira (15834018800)	23978441400; 12042453600; 57210110043; 57874814800; 57874773700; 57202929577; 57874647100; 36173607100; 15834018800	Sugarcane as a Forage Plant: Structural and Chemical Traits that Affect Fiber Quality	2021	BioResources	16	4		7623	7634	11	10.15376/biores.16.4.7623-7634	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137263028&doi=10.15376%2fbiores.16.4.7623-7634&partnerID=40&md5=f38bf19013180d24a9691429680ea2d1	Sugarcane is widely used as feed for cattle, buffalo, goats, and sheep, primarily during drought periods. Some sugarcane cultivars contain low digestibility fibers, which compromises animal performance. Thus, the present study reports on anatomical, chemical, and elemental analysis along stem internodes of two sugarcane cultivars to better understand the structuredigestibility relationship of industrial cultivar cv. IACSP95-5000 compared to a forage cultivar (cv. IAC86-2480). X-ray microdensitometry assays revealed that the peripheral tissues of IACSP95-5000 were denser than IAC86-2480. In the first internode, cv. IACSP95-5000 has more vascular bundles and occupy a larger area. In addition, it had more fibers surrounding the vascular bundles compared to cv. IAC86-2480. However, fibers are prominent at the fifth internode in both cultivars but are more evident in cv. IACSP95-5000. The microprobe X-ray fluorescence spectroscopy analysis showed that silicon and calcium elemental distribution were similar for both cultivars. The structural features of the forage sugarcane presented herein are able to explain the digestibility differences between cultivars. © 2021, North Carolina State University. All rights reserved.	Article	Scopus
Winck F.V.; Monteiro L.F.R.; Souza G.M.	Winck, Flavia Vischi (8987609400); Monteiro, Lucca de F. R. (57440322200); Souza, Glaucia M. (7004490041)	8987609400; 57440322200; 7004490041	Introduction: Advances in Plant Omics and Systems Biology	2021	Advances in Experimental Medicine and Biology	1346			1	9	8	10.1007/978-3-030-80352-0_1	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124056323&doi=10.1007%2f978-3-030-80352-0_1&partnerID=40&md5=139717d9701baafcc3ac7848e25ce9e1	How the complexity of biological systems can be understood is currently limited by the amount of biological information we have available to be incorporate in the vastitude of possibilities that could represent how a biological organism function. This point of view is, of course, alive under the paradigm that describes a living thing as a whole that could never be interpreted as to the sole understanding of its separated parts. If we are going to achieve the knowledge to understand all the complex relations between the molecules, pathways, organelles, cells, organs, phenotypes, and environments is unknown. However, that is exactly what moves us toward digging the most profound nature of relationships present in the living organisms. During the last 20 years, a big workforce was dedicated to the development of techniques, instruments, and scientific approaches that guided a whole new generation of scientists into the universe of omics approaches. The implementation of technological advances in several omics applications, such as transcriptomics, proteomics, and metabolomics, has brought to light the information that nowadays reshape our previous thinking on specific aspects of plant sciences, including growth, development, organ communication, chromatin states, and metabolism, not to mention the underpinning role of regulatory mechanisms that in many cases are essentially the basis for the phenotypical expression of a biological phenomenon and plants adaptation to their environment. In this chapter, some of the original concepts of complex systems theory were briefly discussed, and examples of omics approaches that are contributing to uncovering emergent characteristics of plants are presented and discussed. The combination of several experimental and computational or mathematical approaches indicated that there is room for improvements and novel discoveries. However, the level of complexity of biological systems seems to require and demand us to unify efforts toward the integration of the large omics datasets already available and the ones to come. This unification may represent the necessary breakthrough to the achievement of the understanding of complex phenomena. To do so, the inclusion of systems biology thinking into the training of undergraduate and graduate students of plant sciences and related areas seems to be also a contribution that is necessary to be organized and implemented in a worldwide scale. © 2021, Springer Nature Switzerland AG.	Book chapter	Scopus
